original_index,configuration_index,example_index,scene_type,reference_object,target_object,target_pixel_count,reference_pixel_count,target_count_diff,target_count_ratio,reference_count_diff,reference_count_ratio
18911,118,3807,Containment,WoodenBasket,Teddy,6271,22342,0,1.0,0,1.0
18912,118,3776,High Containment,Basket,BeachBall,13362,20176,7215,2.173743289409468,788,1.0406436971322468
18913,118,3777,High Containment,Basket,Knight,7664,26004,3122,1.6873623954205197,4614,1.2157082748948107
18914,118,3778,High Containment,Basket,Lego,11271,22267,7205,2.7720118052139693,2645,1.1347976760778717
18915,118,3779,High Containment,Basket,Pineapple,7860,25726,4052,2.064075630252101,4022,1.1853114633247328
18916,118,3780,High Containment,Basket,PingPong,8948,24590,4987,2.2590254986114617,4475,1.2224707929405916
18917,118,3781,High Containment,Basket,Robot,5787,27751,2724,1.889324191968658,6135,1.2838175425610658
18918,118,3782,High Containment,Basket,RubberDuck,9399,24139,7026,3.9608091024020227,2517,1.1164092128387753
18919,118,3783,High Containment,Basket,Teddy,13502,20263,7100,2.1090284286160577,-579,0.9722195566644276
18920,118,3784,High Containment,CardboardBoxNoFlaps,BeachBall,8139,35906,4560,2.2740989103101423,4812,1.1547565446709975
18921,118,3785,High Containment,CardboardBoxNoFlaps,Knight,5169,39371,1762,1.5171705312591723,7492,1.2350136453464664
18922,118,3786,High Containment,CardboardBoxNoFlaps,Lego,5481,38414,4256,4.474285714285714,6454,1.2019399249061327
18923,118,3787,High Containment,CardboardBoxNoFlaps,Pineapple,4590,39781,1924,1.7216804201050262,7603,1.2362794455839394
18924,118,3788,High Containment,CardboardBoxNoFlaps,PingPong,5945,37950,4384,3.8084561178731584,6163,1.19388429232076
18925,118,3789,High Containment,CardboardBoxNoFlaps,Robot,3832,40145,1790,1.8765915768854065,8161,1.2551588294147074
18926,118,3790,High Containment,CardboardBoxNoFlaps,RubberDuck,3736,40159,2606,3.3061946902654866,7907,1.2451630906610442
18927,118,3791,High Containment,CardboardBoxNoFlaps,Teddy,8480,36813,3447,1.684879793363799,5474,1.174670538306902
18928,118,3792,High Containment,ShortBoxNoFlaps,BeachBall,8141,23800,4560,2.2733873219771015,1808,1.0822117133503093
18929,118,3793,High Containment,ShortBoxNoFlaps,Knight,5170,27266,1763,1.51746404461403,4487,1.1969796742613812
18930,118,3794,High Containment,ShortBoxNoFlaps,Lego,5484,26307,4257,4.469437652811736,3449,1.1508880916965614
18931,118,3795,High Containment,ShortBoxNoFlaps,Pineapple,4591,27676,1925,1.7220555138784697,4598,1.1992373689227835
18932,118,3796,High Containment,ShortBoxNoFlaps,PingPong,5949,25842,4386,3.8061420345489445,3157,1.1391668503416355
18933,118,3797,High Containment,ShortBoxNoFlaps,Robot,3832,28041,1790,1.8765915768854065,5157,1.2253539590980598
18934,118,3798,High Containment,ShortBoxNoFlaps,RubberDuck,3738,28053,2608,3.3079646017699114,4901,1.21168797512094
18935,118,3799,High Containment,ShortBoxNoFlaps,Teddy,8482,24707,3449,1.6852771706735545,2468,1.1109762129592158
18936,118,3800,High Containment,WoodenBasket,BeachBall,12990,24124,7226,2.2536433032616237,2969,1.140345072086977
18937,118,3801,High Containment,WoodenBasket,Knight,7454,29713,2940,1.6513070447496676,6781,1.2957003314146172
18938,118,3802,High Containment,WoodenBasket,Lego,10766,26211,7190,3.0106263982102908,4307,1.1966307523739956
18939,118,3803,High Containment,WoodenBasket,Pineapple,7643,29458,3908,2.046318607764391,6102,1.261260489809899
18940,118,3804,High Containment,WoodenBasket,PingPong,8948,28059,5536,2.622508792497069,5844,1.263065496286293
18941,118,3805,High Containment,WoodenBasket,Robot,5660,31383,2593,1.8454515813498533,8159,1.351317602480193
18942,118,3806,High Containment,WoodenBasket,RubberDuck,8950,28000,6672,3.9288849868305533,4677,1.2005316640226387
18943,118,3807,High Containment,WoodenBasket,Teddy,13066,24075,6795,2.0835592409504065,1733,1.077566914331752
18944,118,3776,Behind,Basket,BeachBall,6024,33538,-123,0.9799902391410444,14150,1.7298328863214358
18945,118,3777,Behind,Basket,Knight,3343,33538,-1199,0.7360193747247908,12148,1.5679289387564281
18946,118,3778,Behind,Basket,Lego,3684,33538,-382,0.9060501721593703,13916,1.7092039547446742
18947,118,3779,Behind,Basket,Pineapple,2946,33538,-862,0.7736344537815126,11834,1.54524511610763
18948,118,3780,Behind,Basket,PingPong,3971,33538,10,1.002524614996213,13423,1.667312950534427
18949,118,3781,Behind,Basket,Robot,1990,33538,-1073,0.6496898465556644,11922,1.5515358993338269
18950,118,3782,Behind,Basket,RubberDuck,2311,33538,-62,0.9738727349346818,11916,1.551105355656276
18951,118,3783,Behind,Basket,Teddy,5914,33538,-488,0.9237738206810372,12696,1.609154591689857
18952,118,3784,Behind,CardboardBoxNoFlaps,BeachBall,7115,43895,3536,1.9879854708019,12801,1.4116871422139319
18953,118,3785,Behind,CardboardBoxNoFlaps,Knight,3860,43895,453,1.1329615497505137,12016,1.3769252485962546
18954,118,3786,Behind,CardboardBoxNoFlaps,Lego,4850,43895,3625,3.9591836734693877,11935,1.3734355444305382
18955,118,3787,Behind,CardboardBoxNoFlaps,Pineapple,3690,43895,1024,1.3840960240060014,11717,1.3641307725775373
18956,118,3788,Behind,CardboardBoxNoFlaps,PingPong,4926,43895,3365,3.1556694426649585,12108,1.3809104350835246
18957,118,3789,Behind,CardboardBoxNoFlaps,Robot,2443,43895,401,1.1963761018609207,11911,1.372404952476238
18958,118,3790,Behind,CardboardBoxNoFlaps,RubberDuck,3350,43895,2220,2.9646017699115044,11643,1.3610008681632146
18959,118,3791,Behind,CardboardBoxNoFlaps,Teddy,7025,43895,1992,1.3957878005165905,12556,1.4006509461054915
18960,118,3792,Behind,ShortBoxNoFlaps,BeachBall,7115,31791,3534,1.9868751745322535,9799,1.4455711167697345
18961,118,3793,Behind,ShortBoxNoFlaps,Knight,3860,31791,453,1.1329615497505137,9012,1.3956275516923482
18962,118,3794,Behind,ShortBoxNoFlaps,Lego,4850,31791,3623,3.952730236348818,8933,1.3908040948464433
18963,118,3795,Behind,ShortBoxNoFlaps,Pineapple,3690,31791,1024,1.3840960240060014,8713,1.3775457145333219
18964,118,3796,Behind,ShortBoxNoFlaps,PingPong,4926,31791,3363,3.1516314779270633,9106,1.401410623760194
18965,118,3797,Behind,ShortBoxNoFlaps,Robot,2443,31791,401,1.1963761018609207,8907,1.3892239119035135
18966,118,3798,Behind,ShortBoxNoFlaps,RubberDuck,3350,31791,2220,2.9646017699115044,8639,1.3731427090532136
18967,118,3799,Behind,ShortBoxNoFlaps,Teddy,7025,31791,1992,1.3957878005165905,9552,1.4295157156346958
18968,118,3800,Behind,WoodenBasket,BeachBall,5413,36830,-351,0.9391047883414295,15675,1.7409595840226897
18969,118,3801,Behind,WoodenBasket,Knight,3186,36830,-1328,0.7058041648205583,13898,1.606052677481249
18970,118,3802,Behind,WoodenBasket,Lego,2964,36830,-612,0.8288590604026845,14926,1.681428049671293
18971,118,3803,Behind,WoodenBasket,Pineapple,2704,36830,-1031,0.7239625167336011,13474,1.5768967288919336
18972,118,3804,Behind,WoodenBasket,PingPong,3069,36830,-343,0.89947245017585,14615,1.657888813864506
18973,118,3805,Behind,WoodenBasket,Robot,1795,36787,-1272,0.5852624714704924,13563,1.584007922838443
18974,118,3806,Behind,WoodenBasket,RubberDuck,1951,36830,-327,0.8564530289727832,13507,1.5791278994983493
18975,118,3807,Behind,WoodenBasket,Teddy,5447,36830,-824,0.8686014989634827,14488,1.6484647748634857
18976,118,3776,Far Behind,Basket,BeachBall,3488,33538,-2659,0.5674312672848544,14150,1.7298328863214358
18977,118,3777,Far Behind,Basket,Knight,2673,33538,-1869,0.5885072655217966,12148,1.5679289387564281
18978,118,3778,Far Behind,Basket,Lego,3031,33538,-1035,0.7454500737825873,13916,1.7092039547446742
18979,118,3779,Far Behind,Basket,Pineapple,2614,33538,-1194,0.6864495798319328,11834,1.54524511610763
18980,118,3780,Far Behind,Basket,PingPong,2645,33538,-1316,0.667760666498359,13423,1.667312950534427
18981,118,3781,Far Behind,Basket,Robot,2617,33538,-446,0.8543911198171728,11922,1.5515358993338269
18982,118,3782,Far Behind,Basket,RubberDuck,3237,33538,864,1.3640960809102403,11916,1.551105355656276
18983,118,3783,Far Behind,Basket,Teddy,3854,33538,-2548,0.6019993751952515,12696,1.609154591689857
18984,118,3784,Far Behind,CardboardBoxNoFlaps,BeachBall,3488,43895,-91,0.9745739033249511,12801,1.4116871422139319
18985,118,3785,Far Behind,CardboardBoxNoFlaps,Knight,2673,43895,-734,0.7845611975344878,12016,1.3769252485962546
18986,118,3786,Far Behind,CardboardBoxNoFlaps,Lego,3031,43895,1806,2.474285714285714,11935,1.3734355444305382
18987,118,3787,Far Behind,CardboardBoxNoFlaps,Pineapple,2614,43895,-52,0.9804951237809453,11717,1.3641307725775373
18988,118,3788,Far Behind,CardboardBoxNoFlaps,PingPong,2645,43895,1084,1.6944266495836002,12108,1.3809104350835246
18989,118,3789,Far Behind,CardboardBoxNoFlaps,Robot,2617,43895,575,1.2815866797257591,11911,1.372404952476238
18990,118,3790,Far Behind,CardboardBoxNoFlaps,RubberDuck,3237,43895,2107,2.8646017699115043,11643,1.3610008681632146
18991,118,3791,Far Behind,CardboardBoxNoFlaps,Teddy,3854,43895,-1179,0.7657460758990662,12556,1.4006509461054915
18992,118,3792,Far Behind,ShortBoxNoFlaps,BeachBall,3488,31791,-93,0.9740296006702038,9799,1.4455711167697345
18993,118,3793,Far Behind,ShortBoxNoFlaps,Knight,2673,31791,-734,0.7845611975344878,9012,1.3956275516923482
18994,118,3794,Far Behind,ShortBoxNoFlaps,Lego,3031,31791,1804,2.470252648736756,8933,1.3908040948464433
18995,118,3795,Far Behind,ShortBoxNoFlaps,Pineapple,2614,31791,-52,0.9804951237809453,8713,1.3775457145333219
18996,118,3796,Far Behind,ShortBoxNoFlaps,PingPong,2645,31791,1082,1.692258477287268,9106,1.401410623760194
18997,118,3797,Far Behind,ShortBoxNoFlaps,Robot,2617,31791,575,1.2815866797257591,8907,1.3892239119035135
18998,118,3798,Far Behind,ShortBoxNoFlaps,RubberDuck,3237,31791,2107,2.8646017699115043,8639,1.3731427090532136
18999,118,3799,Far Behind,ShortBoxNoFlaps,Teddy,3854,31791,-1179,0.7657460758990662,9552,1.4295157156346958
19000,118,3800,Far Behind,WoodenBasket,BeachBall,3488,36830,-2276,0.6051353226925746,15675,1.7409595840226897
19001,118,3801,Far Behind,WoodenBasket,Knight,2673,36830,-1841,0.5921577315019938,13898,1.606052677481249
19002,118,3802,Far Behind,WoodenBasket,Lego,3031,36830,-545,0.8475950782997763,14926,1.681428049671293
19003,118,3803,Far Behind,WoodenBasket,Pineapple,2614,36830,-1121,0.6998661311914324,13474,1.5768967288919336
19004,118,3804,Far Behind,WoodenBasket,PingPong,2645,36830,-767,0.7752051582649473,14615,1.657888813864506
19005,118,3805,Far Behind,WoodenBasket,Robot,2617,36830,-450,0.8532768177372024,13606,1.5858594557354462
19006,118,3806,Far Behind,WoodenBasket,RubberDuck,3237,36830,959,1.4209833187006147,13507,1.5791278994983493
19007,118,3807,Far Behind,WoodenBasket,Teddy,3854,36830,-2417,0.6145750279062351,14488,1.6484647748634857
19008,118,3776,Support,Basket,BeachBall,16848,31501,10701,2.7408491947291362,12113,1.624767897668661
19009,118,3777,Support,Basket,Knight,10944,31880,6402,2.4095112285336855,10490,1.4904160822814398
19010,118,3778,Support,Basket,Lego,13288,33033,9222,3.2680767338908017,13411,1.6834675364386913
19011,118,3779,Support,Basket,Pineapple,10769,32126,6961,2.8279936974789917,10422,1.4801879837817913
19012,118,3780,Support,Basket,PingPong,10441,34878,6480,2.6359505175460742,14763,1.7339299030574198
19013,118,3781,Support,Basket,Robot,7612,33491,4549,2.485145282402873,11875,1.549361584011843
19014,118,3782,Support,Basket,RubberDuck,13671,29864,11298,5.761061946902655,8242,1.3811858292479882
19015,118,3783,Support,Basket,Teddy,18670,29866,12268,2.916276163698844,9024,1.4329718836963823
19016,118,3784,Support,CardboardBoxNoFlaps,BeachBall,16842,37635,13263,4.705783738474434,6541,1.2103621277416865
19017,118,3785,Support,CardboardBoxNoFlaps,Knight,10140,39917,6733,2.9762254182565306,8038,1.2521409078076478
19018,118,3786,Support,CardboardBoxNoFlaps,Lego,13288,38630,12063,10.84734693877551,6670,1.2086983729662077
19019,118,3787,Support,CardboardBoxNoFlaps,Pineapple,10549,39290,7883,3.9568642160540133,7112,1.2210205730623407
19020,118,3788,Support,CardboardBoxNoFlaps,PingPong,10441,41478,8880,6.688661114670083,9691,1.3048730613143738
19021,118,3789,Support,CardboardBoxNoFlaps,Robot,6911,41504,4869,3.3844270323212537,9520,1.2976488244122062
19022,118,3790,Support,CardboardBoxNoFlaps,RubberDuck,13317,35890,12187,11.78495575221239,3638,1.1127992062507752
19023,118,3791,Support,CardboardBoxNoFlaps,Teddy,18129,36175,13096,3.6020266242797536,4836,1.1543125179488816
19024,118,3792,Support,ShortBoxNoFlaps,BeachBall,16842,25702,13261,4.703155543144373,3710,1.1686977082575483
19025,118,3793,Support,ShortBoxNoFlaps,Knight,10140,27984,6733,2.9762254182565306,5205,1.2284999341498748
19026,118,3794,Support,ShortBoxNoFlaps,Lego,13288,26716,12061,10.829665851670741,3858,1.1687811707060984
19027,118,3795,Support,ShortBoxNoFlaps,Pineapple,10549,27357,7883,3.9568642160540133,4279,1.1854146806482364
19028,118,3796,Support,ShortBoxNoFlaps,PingPong,10441,29548,8878,6.680102367242482,6863,1.3025347145690984
19029,118,3797,Support,ShortBoxNoFlaps,Robot,6911,29571,4869,3.3844270323212537,6687,1.292212899842685
19030,118,3798,Support,ShortBoxNoFlaps,RubberDuck,13312,24019,12182,11.780530973451327,867,1.0374481686247408
19031,118,3799,Support,ShortBoxNoFlaps,Teddy,18112,24259,13079,3.5986489171468308,2020,1.0908314222761815
19032,118,3800,Support,WoodenBasket,BeachBall,16848,35145,11084,2.922970159611381,13990,1.661309383124557
19033,118,3801,Support,WoodenBasket,Knight,10304,36591,5790,2.2826761187416924,13659,1.5956305599162741
19034,118,3802,Support,WoodenBasket,Lego,13288,36580,9712,3.7158836689038033,14676,1.6700146092037984
19035,118,3803,Support,WoodenBasket,Pineapple,10671,36125,6936,2.8570281124497994,12769,1.5467117657133072
19036,118,3804,Support,WoodenBasket,PingPong,10441,38808,7029,3.060082063305979,16593,1.7469277515192438
19037,118,3805,Support,WoodenBasket,Robot,7044,38207,3977,2.2967068796869907,14983,1.6451515673441268
19038,118,3806,Support,WoodenBasket,RubberDuck,13521,33572,11243,5.9354697102721685,10249,1.4394374651631436
19039,118,3807,Support,WoodenBasket,Teddy,18389,33624,12118,2.932387179078297,11282,1.5049682212872617
19040,119,3808,Containment,Basket,BeachBall,15358,39289,0,1.0,0,1.0
19041,119,3809,Containment,Basket,Knight,10392,45331,0,1.0,0,1.0
19042,119,3810,Containment,Basket,Lego,11459,40453,0,1.0,0,1.0
19043,119,3811,Containment,Basket,Pineapple,9459,45645,0,1.0,0,1.0
19044,119,3812,Containment,Basket,PingPong,11387,40771,0,1.0,0,1.0
19045,119,3813,Containment,Basket,Robot,7425,46057,0,1.0,0,1.0
19046,119,3814,Containment,Basket,RubberDuck,6360,45815,0,1.0,0,1.0
19047,119,3815,Containment,Basket,Teddy,14946,43154,0,1.0,0,1.0
19048,119,3816,Containment,CardboardBoxNoFlaps,BeachBall,8460,68783,0,1.0,0,1.0
19049,119,3817,Containment,CardboardBoxNoFlaps,Knight,7374,71070,0,1.0,0,1.0
19050,119,3818,Containment,CardboardBoxNoFlaps,Lego,3975,70861,0,1.0,0,1.0
19051,119,3819,Containment,CardboardBoxNoFlaps,Pineapple,6039,71784,0,1.0,0,1.0
19052,119,3820,Containment,CardboardBoxNoFlaps,PingPong,4022,70881,0,1.0,0,1.0
19053,119,3821,Containment,CardboardBoxNoFlaps,Robot,4753,71587,0,1.0,0,1.0
19054,119,3822,Containment,CardboardBoxNoFlaps,RubberDuck,3095,71936,0,1.0,0,1.0
19055,119,3823,Containment,CardboardBoxNoFlaps,Teddy,10766,69858,0,1.0,0,1.0
19056,119,3824,Containment,ShortBoxNoFlaps,BeachBall,8462,47613,0,1.0,0,1.0
19057,119,3825,Containment,ShortBoxNoFlaps,Knight,7375,49901,0,1.0,0,1.0
19058,119,3826,Containment,ShortBoxNoFlaps,Lego,3977,49690,0,1.0,0,1.0
19059,119,3827,Containment,ShortBoxNoFlaps,Pineapple,6039,50616,0,1.0,0,1.0
19060,119,3828,Containment,ShortBoxNoFlaps,PingPong,4022,49712,0,1.0,0,1.0
19061,119,3829,Containment,ShortBoxNoFlaps,Robot,4754,50418,0,1.0,0,1.0
19062,119,3830,Containment,ShortBoxNoFlaps,RubberDuck,3097,50765,0,1.0,0,1.0
19063,119,3831,Containment,ShortBoxNoFlaps,Teddy,10766,48690,0,1.0,0,1.0
19064,119,3832,Containment,WoodenBasket,BeachBall,14370,43504,0,1.0,0,1.0
19065,119,3833,Containment,WoodenBasket,Knight,10187,48961,0,1.0,0,1.0
19066,119,3834,Containment,WoodenBasket,Lego,10303,45601,0,1.0,0,1.0
19067,119,3835,Containment,WoodenBasket,Pineapple,9059,49563,0,1.0,0,1.0
19068,119,3836,Containment,WoodenBasket,PingPong,10007,45927,0,1.0,0,1.0
19069,119,3837,Containment,WoodenBasket,Robot,7134,50039,0,1.0,0,1.0
19070,119,3838,Containment,WoodenBasket,RubberDuck,5908,49928,0,1.0,0,1.0
19071,119,3839,Containment,WoodenBasket,Teddy,14389,46832,0,1.0,0,1.0
19072,119,3808,High Containment,Basket,BeachBall,26330,38820,10972,1.7144159395754655,-469,0.9880628165644328
19073,119,3809,High Containment,Basket,Knight,15705,49445,5313,1.511258660508083,4114,1.0907546711963116
19074,119,3810,High Containment,Basket,Lego,20262,44888,8803,1.7682171219129068,4435,1.1096334017254592
19075,119,3811,High Containment,Basket,Pineapple,15534,49616,6075,1.6422454804947668,3971,1.0869974805564684
19076,119,3812,High Containment,Basket,PingPong,13656,51494,2269,1.1992623166769123,10723,1.263005567682912
19077,119,3813,High Containment,Basket,Robot,10683,54467,3258,1.4387878787878787,8410,1.1825998219597456
19078,119,3814,High Containment,Basket,RubberDuck,21152,43998,14792,3.3257861635220127,-1817,0.9603404998362981
19079,119,3815,High Containment,Basket,Teddy,27716,37434,12770,1.8544092064766493,-5720,0.8674514529359967
19080,119,3816,High Containment,CardboardBoxNoFlaps,BeachBall,18998,63453,10538,2.245626477541371,-5330,0.9225099225099225
19081,119,3817,High Containment,CardboardBoxNoFlaps,Knight,10467,72199,3093,1.4194467046379171,1129,1.0158857464471647
19082,119,3818,High Containment,CardboardBoxNoFlaps,Lego,13695,68756,9720,3.4452830188679244,-2105,0.9702939557725688
19083,119,3819,High Containment,CardboardBoxNoFlaps,Pineapple,10712,71863,4673,1.7738036098691836,79,1.001100523793603
19084,119,3820,High Containment,CardboardBoxNoFlaps,PingPong,13076,69375,9054,3.251118846345102,-1506,0.9787531214288737
19085,119,3821,High Containment,CardboardBoxNoFlaps,Robot,8101,74350,3348,1.7043972228066484,2763,1.0385963931998827
19086,119,3822,High Containment,CardboardBoxNoFlaps,RubberDuck,12339,70112,9244,3.9867528271405495,-1824,0.974644128113879
19087,119,3823,High Containment,CardboardBoxNoFlaps,Teddy,19555,63424,8789,1.8163663384729705,-6434,0.9078988805863323
19088,119,3824,High Containment,ShortBoxNoFlaps,BeachBall,19007,40182,10545,2.2461593004017963,-7431,0.8439291790057337
19089,119,3825,High Containment,ShortBoxNoFlaps,Knight,10472,48932,3097,1.4199322033898305,-969,0.9805815514719144
19090,119,3826,High Containment,ShortBoxNoFlaps,Lego,13705,45484,9728,3.446064873019864,-4206,0.9153552022539746
19091,119,3827,High Containment,ShortBoxNoFlaps,Pineapple,10717,48596,4678,1.7746315615168073,-2020,0.9600916706179864
19092,119,3828,High Containment,ShortBoxNoFlaps,PingPong,13077,46112,9055,3.2513674788662357,-3600,0.9275828773736724
19093,119,3829,High Containment,ShortBoxNoFlaps,Robot,8104,51085,3350,1.704669751787968,667,1.0132294021976278
19094,119,3830,High Containment,ShortBoxNoFlaps,RubberDuck,12348,46841,9251,3.9870842751049405,-3924,0.9227026494632129
19095,119,3831,High Containment,ShortBoxNoFlaps,Teddy,19567,40150,8801,1.8174809585732863,-8540,0.8246046416101869
19096,119,3832,High Containment,WoodenBasket,BeachBall,26330,47964,11960,1.8322894919972164,4460,1.102519308569327
19097,119,3833,High Containment,WoodenBasket,Knight,15801,58491,5614,1.5510945322469814,9530,1.194644717223913
19098,119,3834,High Containment,WoodenBasket,Lego,20262,53793,9959,1.9666116665049014,8192,1.1796451832196662
19099,119,3835,High Containment,WoodenBasket,Pineapple,15534,58744,6475,1.7147588033999337,9181,1.185238988761778
19100,119,3836,High Containment,WoodenBasket,PingPong,13656,60434,3649,1.3646447486759268,14507,1.3158708385045834
19101,119,3837,High Containment,WoodenBasket,Robot,10751,63400,3617,1.507008690776563,13361,1.2670117308499371
19102,119,3838,High Containment,WoodenBasket,RubberDuck,21152,52853,15244,3.5802301963439405,2925,1.058584361480532
19103,119,3839,High Containment,WoodenBasket,Teddy,27644,46729,13255,1.9211897977621795,-103,0.9978006491288008
19104,119,3808,Behind,Basket,BeachBall,10965,65150,-4393,0.7139601510613361,25861,1.6582249484588563
19105,119,3809,Behind,Basket,Knight,5328,65150,-5064,0.5127020785219399,19819,1.437206326796232
19106,119,3810,Behind,Basket,Lego,6868,65150,-4591,0.5993542193908719,24697,1.6105109633401726
19107,119,3811,Behind,Basket,Pineapple,5440,65150,-4019,0.5751136483772069,19505,1.4273195311644211
19108,119,3812,Behind,Basket,PingPong,4324,65150,-7063,0.37973127250373234,24379,1.5979495229452307
19109,119,3813,Behind,Basket,Robot,3552,65150,-3873,0.4783838383838384,19093,1.4145515339687778
19110,119,3814,Behind,Basket,RubberDuck,4144,65150,-2216,0.6515723270440251,19335,1.422023354796464
19111,119,3815,Behind,Basket,Teddy,10629,65150,-4317,0.7111601766358892,21996,1.5097094128006674
19112,119,3816,Behind,CardboardBoxNoFlaps,BeachBall,13797,82451,5337,1.6308510638297873,13668,1.1987118910195833
19113,119,3817,Behind,CardboardBoxNoFlaps,Knight,6804,82451,-570,0.9227013832384052,11381,1.1601378922189391
19114,119,3818,Behind,CardboardBoxNoFlaps,Lego,10144,82451,6169,2.5519496855345913,11590,1.1635596449386827
19115,119,3819,Behind,CardboardBoxNoFlaps,Pineapple,7466,82451,1427,1.2362974002318265,10667,1.1485985734982727
19116,119,3820,Behind,CardboardBoxNoFlaps,PingPong,7941,82451,3919,1.9743908503232224,11570,1.1632313313864082
19117,119,3821,Behind,CardboardBoxNoFlaps,Robot,5013,82451,260,1.0547022932884493,10864,1.151759397655999
19118,119,3822,Behind,CardboardBoxNoFlaps,RubberDuck,7167,82451,4072,2.315670436187399,10515,1.146171596975089
19119,119,3823,Behind,CardboardBoxNoFlaps,Teddy,13968,82451,3202,1.2974177967676017,12593,1.180265681811675
19120,119,3824,Behind,ShortBoxNoFlaps,BeachBall,13797,59189,5335,1.6304656109666746,11576,1.2431268771133934
19121,119,3825,Behind,ShortBoxNoFlaps,Knight,6804,59189,-571,0.9225762711864407,9288,1.1861285344983066
19122,119,3826,Behind,ShortBoxNoFlaps,Lego,10144,59189,6167,2.550666331405582,9499,1.1911652243912256
19123,119,3827,Behind,ShortBoxNoFlaps,Pineapple,7466,59189,1427,1.2362974002318265,8573,1.1693733206891102
19124,119,3828,Behind,ShortBoxNoFlaps,PingPong,7941,59189,3919,1.9743908503232224,9477,1.1906380753138075
19125,119,3829,Behind,ShortBoxNoFlaps,Robot,5013,59189,259,1.0544804375262937,8771,1.173965647189496
19126,119,3830,Behind,ShortBoxNoFlaps,RubberDuck,7167,59189,4070,2.3141750080723282,8424,1.1659411011523688
19127,119,3831,Behind,ShortBoxNoFlaps,Teddy,13968,59189,3202,1.2974177967676017,10499,1.2156294927089752
19128,119,3832,Behind,WoodenBasket,BeachBall,9787,73853,-4583,0.68107167710508,30349,1.6976140125045973
19129,119,3833,Behind,WoodenBasket,Knight,5047,73844,-5140,0.4954353587906155,24883,1.5082208288229406
19130,119,3834,Behind,WoodenBasket,Lego,5528,73795,-4775,0.5365427545375133,28194,1.618275915001864
19131,119,3835,Behind,WoodenBasket,Pineapple,4895,73853,-4164,0.5403466166243515,24290,1.490083328289248
19132,119,3836,Behind,WoodenBasket,PingPong,3020,73853,-6987,0.30178874787648646,27926,1.608051908463431
19133,119,3837,Behind,WoodenBasket,Robot,3124,73753,-4010,0.43790299971965235,23714,1.473910349927057
19134,119,3838,Behind,WoodenBasket,RubberDuck,3074,73851,-2834,0.52031144211239,23923,1.47914997596539
19135,119,3839,Behind,WoodenBasket,Teddy,9554,73853,-4835,0.66397942873028,27021,1.5769772804919713
19136,119,3808,Far Behind,Basket,BeachBall,8237,65150,-7121,0.5363328558406042,25861,1.6582249484588563
19137,119,3809,Far Behind,Basket,Knight,6171,65150,-4221,0.5938221709006929,19819,1.437206326796232
19138,119,3810,Far Behind,Basket,Lego,7227,65150,-4232,0.6306833056985776,24697,1.6105109633401726
19139,119,3811,Far Behind,Basket,Pineapple,5937,65150,-3522,0.6276562004440216,19505,1.4273195311644211
19140,119,3812,Far Behind,Basket,PingPong,5791,65150,-5596,0.5085623957144112,24379,1.5979495229452307
19141,119,3813,Far Behind,Basket,Robot,5555,65150,-1870,0.7481481481481481,19093,1.4145515339687778
19142,119,3814,Far Behind,Basket,RubberDuck,7470,65150,1110,1.1745283018867925,19335,1.422023354796464
19143,119,3815,Far Behind,Basket,Teddy,9231,65150,-5715,0.6176234443998394,21996,1.5097094128006674
19144,119,3816,Far Behind,CardboardBoxNoFlaps,BeachBall,8237,82451,-223,0.9736406619385343,13668,1.1987118910195833
19145,119,3817,Far Behind,CardboardBoxNoFlaps,Knight,6171,82451,-1203,0.8368592351505288,11381,1.1601378922189391
19146,119,3818,Far Behind,CardboardBoxNoFlaps,Lego,7227,82451,3252,1.8181132075471698,11590,1.1635596449386827
19147,119,3819,Far Behind,CardboardBoxNoFlaps,Pineapple,5937,82451,-102,0.9831097863884749,10667,1.1485985734982727
19148,119,3820,Far Behind,CardboardBoxNoFlaps,PingPong,5791,82451,1769,1.439830929885629,11570,1.1632313313864082
19149,119,3821,Far Behind,CardboardBoxNoFlaps,Robot,5555,82451,802,1.1687355354512938,10864,1.151759397655999
19150,119,3822,Far Behind,CardboardBoxNoFlaps,RubberDuck,7470,82451,4375,2.4135702746365104,10515,1.146171596975089
19151,119,3823,Far Behind,CardboardBoxNoFlaps,Teddy,9231,82451,-1535,0.857421512167936,12593,1.180265681811675
19152,119,3824,Far Behind,ShortBoxNoFlaps,BeachBall,8237,59189,-225,0.9734105412432049,11576,1.2431268771133934
19153,119,3825,Far Behind,ShortBoxNoFlaps,Knight,6171,59189,-1204,0.8367457627118644,9288,1.1861285344983066
19154,119,3826,Far Behind,ShortBoxNoFlaps,Lego,7227,59189,3250,1.817198893638421,9499,1.1911652243912256
19155,119,3827,Far Behind,ShortBoxNoFlaps,Pineapple,5937,59189,-102,0.9831097863884749,8573,1.1693733206891102
19156,119,3828,Far Behind,ShortBoxNoFlaps,PingPong,5791,59189,1769,1.439830929885629,9477,1.1906380753138075
19157,119,3829,Far Behind,ShortBoxNoFlaps,Robot,5555,59189,801,1.1684896928901978,8771,1.173965647189496
19158,119,3830,Far Behind,ShortBoxNoFlaps,RubberDuck,7470,59189,4373,2.4120116241524054,8424,1.1659411011523688
19159,119,3831,Far Behind,ShortBoxNoFlaps,Teddy,9231,59189,-1535,0.857421512167936,10499,1.2156294927089752
19160,119,3832,Far Behind,WoodenBasket,BeachBall,8237,73853,-6133,0.5732080723729993,30349,1.6976140125045973
